"Project","Region","Year","Month","Day","Site","Zone","Sample_ID","Sampler_Type","Replicate","SO4_ppm","SO4_mM","SO4_conc_flag","Cl_ppm","Cl_mM","Cl_conc_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_conc_flag","NH3_mgL","NH3_uM","NH3_conc_flag","PO4_mgL","PO4_uM","PO4_conc_flag","NOx_mgL","NOx_uM","NOx_conc_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_conc_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_conc_flag"
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_7","RHZ","7","807.4715","25.1862601372427",NA,"9248.392","260.885528913963",NA,"16.711870344","73.5051530561395","5.11704089205509",NA,"0.964299","68.8455524855962",NA,"0.084718","2.73515370848397",NA,"0.012605","0.89992646376377","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","UP","MSM_202310_UP_RHZ_1","RHZ","1","311.0859","9.70324079850281",NA,"2830.7303","79.8513483779972",NA,"5.1151556521","0","0","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","UP","MSM_202310_UP_RHZ_2","RHZ","2","237.6557","7.41284154709919",NA,"2770.2964","78.1465839210155",NA,"5.0059515948","0","0","bdl","0","0","bdl","0.005467","0.176504229612147",NA,"0.00814","0.581150449427774","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","UP","MSM_202310_UP_RHZ_3","RHZ","3","218.8257","6.8255053025577",NA,"2034.8936","57.4017940761636",NA,"3.6770787352","0","0","bdl","0","0","bdl","0.004896","0.1580692716629",NA,"0.021081","1.50506543297136","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","UP","MSM_202310_UP_RHZ_4","RHZ","4","328.8528","10.2574173424828",NA,"13.7746","0.388564174894217",NA,"0.0249167022","0","0","bdl","0","0","bdl","0.006602","0.213148147777464",NA,"0.008296","0.592287976468404","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","UP","MSM_202310_UP_RHZ_6","RHZ","6","333.1379","10.3910761072988",NA,"3775.6669","106.506823695346",NA,"6.8226560883","0","0","bdl","0.572483","40.8720826461622",NA,"0.007878","0.254344305996798",NA,"0.012604","0.899855069359664","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","UP","MSM_202310_UP_RHZ_7","RHZ","7","224.1151","6.99048970679975",NA,"84.4719","2.38284626234133",NA,"0.1526667233","0","0","bdl","0","0","bdl","0.004815","0.155454155036124",NA,"0.000962","0.0686814167505551","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_1","RHZ","1","948.5724","29.5874111041797",NA,"9166.5349","258.576442877292",NA,"16.5639545643","0","0","bdl","1.15107","82.1799567349911",NA,"0.007951","0.256701139499942",NA,"0.015938","1.13788401265109","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_2","RHZ","2","919.7457","28.6882626325639",NA,"8431.3908","237.838950634697",NA,"15.2355491756","0","0","bdl","0.323485","23.0950188124255",NA,"0.012255","0.39565746001406",NA,"0.004763","0.340051546759765","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_3","RHZ","3","904.145","28.2016531503431",NA,"8163.1","230.270803949224",NA,"14.7507477","0","0","bdl","0.898122","64.1208850050333",NA,"0.007453","0.240623015053838",NA,"0.004227","0.301784146158624","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_4","RHZ","4","894.6568","27.9057018091079",NA,"8047.9702","227.023136812412",NA,"14.5427081514","0","0","bdl","0.274461","19.5949795455032",NA,"0.007247","0.233972224620309",NA,"0.010122","0.722654158367067","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_5","RHZ","5","903.023","28.1666562694947",NA,"8877.3745","250.419590973202",NA,"16.0414417215","0","0","bdl","1.312706","93.7198626371665",NA,"0.010075","0.325275308824288",NA,"0.015835","1.13053038902811","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_6","RHZ","6","986.3575","30.7659856519027",NA,"9219.247","260.063385049365",NA,"16.659205329","0","0","bdl","2.064561","147.398102336739",NA,"0.010878","0.351200477358869",NA,"0.010753","0.767704027358336","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_7","RHZ","7","942.8301","29.408300062383",NA,"9272.3368","261.560981664316",NA,"16.7551385976","0","0","bdl","0.579435","41.3684165435113",NA,"0.005583","0.180249334904814",NA,"0.000971","0.0693239663875145","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","TR","MSM_202310_TR_RHZ_8","RHZ","8","948.0931","29.5724610106051",NA,"9373.2995","264.409012693935",NA,"16.9375781965","0","0","bdl","1.160261","82.8361427031349",NA,"0.034546","1.1153310986247",NA,"0.009783","0.698451455374928","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_1","RHZ","1","1235.7893","38.5461416094822",NA,"9655.6414","272.373523272214",NA,"17.4477700098","202.703740964109","15.5368691283135",NA,"0.200327","14.3022267914641",NA,"0.00843","0.272165841527419",NA,"0.01308","0.933838805714408","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_2","RHZ","2","771.8448","24.0750093574548",NA,"9735.9988","274.640304654443",NA,"17.5929758316","990.538179851597","61.2140083169997",NA,"0.674519","48.1568820635839",NA,"0.039625","1.27930859674069",NA,"0.011057","0.789407926206744","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_4","RHZ","4","1051.9811","32.8128852152215",NA,"9383.5586","264.698409026798",NA,"16.9561163902","649.476912071671","40.395859733615",NA,"0.218697","15.6137419949024",NA,"0.026101","0.842680976240471",NA,"0.014154","1.0105163957249","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_6","RHZ","6","984.6184","30.7117404865876",NA,"67.7356","1.91073624823695",NA,"0.1224242292","1159.97019118966","29.0021557061853",NA,"1.290274","92.1183433642471",NA,"0.061487","1.98513180284655",NA,"0.009187","0.65590039052739","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_8","RHZ","8","1056.5185","32.9544135995009",NA,"9928.2328","280.06298448519",NA,"17.9403426696","907.287004251772","52.8253550362659",NA,"0.462012","32.9850714301013",NA,"0.027415","0.885103979297058",NA,"0.016748","1.19571347997744","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_3","RHZ","3","1235.0399","38.522766687461",NA,"9903.3543","279.361193229901",NA,"17.8953872201","215.154796552352","22.7874080548598",NA,"0.213692","15.2564130023489",NA,"0.010661","0.344194547630346",NA,"0.014665","1.04699893622338","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_7","RHZ","7","928.566","28.9633811603244",NA,"10022.559","282.723808180536",NA,"18.110790113",NA,NA,NA,"1.215007","86.7447007503552",NA,"0.046038","1.48635480572234",NA,"0.00837","0.597571162372293","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_1","RHZ","1","310.6557","9.68982220835933",NA,"2855.7307","80.5565782792666",NA,"5.1603313749","0","0","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_2","RHZ","2","222.9891","6.95536805988771",NA,"2507.489","70.7331170662905",NA,"4.531058623","0","0","bdl","0.097449","6.95731328578466",NA,"0.005029","0.162363228593285",NA,"0.00932","0.665395846273569","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_3","RHZ","3","230.7505","7.19745789145352",NA,"2707.1076","76.3641071932299",NA,"4.8917694332","0","0","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_4","RHZ","4","415.0191","12.9450748596382",NA,"3913.3344","110.390251057828",NA,"7.0714212608","0","0","bdl","0.030559","2.18174159509378",NA,"0.004853","0.156680999873377",NA,"0.009511","0.679032177457931","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_6","RHZ","6","306.2288","9.55174048658765",NA,"2729.4438","76.9941833568406",NA,"4.9321309466","0","0","bdl","0.146188","10.4370051475365",NA,"0.004476","0.14450940767221",NA,"0.034618","2.47153148136249",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_7","RHZ","7","197.7201","6.16718964441672",NA,"2301.5302","64.9232778561354",NA,"4.1588910714","0","0","bdl","0.119571","8.536700293431",NA,"0.007096","0.229097130661752",NA,"0.0041","0.292717056837085","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","UP","MSM_202311_UP_RHZ_8","RHZ","8","346.258","10.8003119151591",NA,"3427.4975","96.6854019746121",NA,"6.1935139825","0","0","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_1","RHZ","1","1035.7337","32.3061041796631",NA,"9427.653","265.942256699577",NA,"17.035794971","0","0","bdl","0.913109","65.190872939379",NA,"0.005972","0.192808351791429",NA,"0.357848","25.5483447207408",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_2","RHZ","2","918.0897","28.6366094822208",NA,"8364.6001","235.954868829337",NA,"15.1148583807","0","0","bdl","0.471628","33.6716000199904",NA,"0.009056","0.292376495951638",NA,"0.008919","0.63676669022682","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_3","RHZ","3","858.8025","26.7873518402994",NA,"7845.4558","221.310459802539",NA,"14.1767646306","0","0","bdl","0.816191","58.271470082175",NA,"0.00658","0.212437869187476",NA,"0.09391","6.70464848965138",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_4","RHZ","4","961.2419","29.9825920149719",NA,"8335.1044","235.122832157969",NA,"15.0615596508","0","0","bdl","0.426575","30.4550679317755",NA,"0.007306","0.235877062657097",NA,"0.010459","0.746714072550993","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_5","RHZ","5","957.6565","29.8707579538366",NA,"8969.0232","253.004885754584",NA,"16.2070509224","0","0","bdl","1.238482","88.4206843867578",NA,"0.008944","0.288760532220787",NA,"0.063446","4.52968936294773",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_6","RHZ","6","846.1239","26.3918870867124",NA,"8435.6271","237.958451339915",NA,"15.2432041697","0","0","bdl","0.893839","63.8151027722447",NA,"0.007279","0.235005357114838",NA,"0.029142","2.08057572447472",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_7","RHZ","7","934.8562","29.1595820336868",NA,"8609.4144","242.860772919605",NA,"15.5572378208","0","0","bdl","0.734107","52.4111318154883",NA,"0.004916","0.15871497947198",NA,"0.005709","0.407590653044614","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","TR","MSM_202311_TR_RHZ_8","RHZ","8","739.2652","23.0588022457891",NA,"8305.8609","234.297909732017",NA,"15.0087166463","0","0","bdl","0.735043","52.4779569777321",NA,"0.007082","0.228645135195395",NA,"0.25001","17.8493149706926",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_1","RHZ","1","1301.9603","40.6101154086089",NA,"10055.1296","283.642583921016",NA,"18.1696451872","112.553898108301","1.06660617315284",NA,"0.371045","26.4905366717357",NA,"0.010879","0.351232762749323",NA,"0.016404","1.17115380496477","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_2","RHZ","2","892.1185","27.8265283842795",NA,"9554.2978","269.514747531735",NA,"17.2646421246","686.503490563959","72.5292197743923",NA,"0.832109","59.4079262067439",NA,"0.039457","1.27388465114441",NA,"0.004667","0.333197683965531","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_4","RHZ","4","1198.4281","37.3807891453525",NA,"9574.2138","270.076552891396",NA,"17.3006303366","361.441369212594","22.3987296362094",NA,"0.348457","24.8778798717757",NA,"0.018079","0.583687574018293",NA,"0.015755","1.12481883669958","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_6","RHZ","6","1176.1658","36.6863942607611",NA,"9752.4868","275.105410437236",NA,"17.6227696476","629.938156222074","58.6633395234055",NA,"0.85918","61.3406441203139",NA,"0.037021","1.19523743999841",NA,"0.015282","1.09104928355715","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_8","RHZ","8","1046.7724","32.6504179663132",NA,"9517.9503","268.489430183357",NA,"17.1989621921","500.466390950649","28.393903083937",NA,"0.927764","66.2371579315613",NA,"0.027216","0.878679186596707",NA,"0.01021","0.728936865928449","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_3","RHZ","3","1320.9987","41.2039519650655",NA,"10110.144","285.194471086037",NA,"18.269056208","0","0","bdl","0.281344","20.086387228969",NA,"0.005953","0.192194929372803",NA,"0.016868","1.20428080847023","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,11,7,"MSM","WC","MSM_202311_WC_RHZ_7","RHZ","7","1037.3255","32.355754834685",NA,"9465.8957","267.021035260931",NA,"17.1048995299","821.254687040627","64.0733567506994",NA,"1.240374","88.5557625993275",NA,"0.036397","1.1750913563551",NA,"0.016347","1.16708432393069","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,10,10,"MSM","WC","MSM_202310_WC_RHZ_5","RHZ","5",NA,NA,NA,NA,NA,NA,NA,"1063.29140662212","76.6485543663466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_1","RHZ","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.87044","62.1445451105542",NA,"0.00772","0.551164799702999",NA,"0.00646","0.461207850528676","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_2","RHZ","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.130721","9.33274789921966",NA,"0.012828","0.915847415879543",NA,"0.007967","0.568799217517331","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_3","RHZ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.166662","11.8987341772152",NA,"0.015372","1.09747477992675",NA,"0.012566","0.897142082003613","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_4","RHZ","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.159745","11.4048990840098",NA,"0.091208","6.51174080975533",NA,"0.004466","0.318847408740103","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_5","RHZ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.691209","49.3484546681231",NA,"0.00951","0.678960783053824",NA,"0.014081","1.00530460422512","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_6","RHZ","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.127663","9.11442381146166",NA,"0.005538","0.395382209942385",NA,"0.00875","0.624701035932804","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_7","RHZ","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.467968","33.4102965009602",NA,"0.008415","0.60078391055709",NA,"0.007266","0.5187517402386","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_8","RHZ","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.153901","10.9876701864108",NA,"0.030456","2.1743879714708",NA,"0.003935","0.280936980159495","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_1","RHZ","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.041191","2.94080689955521",NA,"0.130997","9.35245275475308",NA,"0.012339","0.880935552271413","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_2","RHZ","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.068379","4.88187795840562",NA,"0.079738","5.69284699465256",NA,"0.004457","0.318204859103144","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_3","RHZ","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05149","3.67609786744915",NA,"1.205821","86.0888717542319",NA,"0.00096","0.0685386279423419","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_4","RHZ","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.030104","2.14925714122527",NA,"0.029684","2.1192714915005",NA,"0.008134","0.580722083003134","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_5","RHZ","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.050967","3.63875859410139",NA,"0.067123","4.79220658684772",NA,"0.000368","0.0262731407112311","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_6","RHZ","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.065198","4.65477235894251",NA,"0.067407","4.812482597614",NA,"0.001942","0.138647932775029","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_7","RHZ","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.258812","18.4777285156389",NA,"0.03844","2.74440089385794",NA,"0.000137","0.00978103336260504","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_8","RHZ","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.076591","5.46816880492907",NA,"1.29891","92.7349054381118",NA,"0.005207","0.371750662183098","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,9,18,"MSM","TR","MSM_202209_TR_RHZ_1","RHZ","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.245785","17.5476736133422",NA,"0.025798","1.84183283714223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_8","RHZ","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.206545","14.746157196199",NA,"0.01633","1.16587061906088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","UP","MSM_202306_UP_RHZ_2","RHZ","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.043382","3.09723203895279",NA,"0.005645","0.182251029112963",NA,"0.019144","1.36677447221687","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","UP","MSM_202306_UP_RHZ_4","RHZ","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.064416","4.59894193493114",NA,"0.01268","0.40937875095702",NA,"0.063714","4.5488230632483",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","UP","MSM_202306_UP_RHZ_7","RHZ","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.037791","2.69806592559275",NA,"0.004741","0.153065036142526",NA,"0.112746","8.04943348540341",NA,NA,NA,NA,NA,NA,NA
